ID,Language_ID,Parameter_ID,Contribution_ID,Value,Source,Comment
144B-lgt,http://wals.info/languoid/lect/wals_code_lgt,144B,144,"End, not immed postverbal",Tucker-1967[ 253],
144B-nif,http://wals.info/languoid/lect/wals_code_nif,144B,144,Immed preverbal,Early-2002[ 861],
144B-xar,http://wals.info/languoid/lect/wals_code_xar,144B,144,Immed preverbal,,
144B-zzo,http://wals.info/languoid/lect/wals_code_zzo,144B,144,Immed preverbal,Sonnenschein-2005[ 114],
144B-anu,http://wals.info/languoid/lect/wals_code_anu,144B,144,Immed postverbal,Smye-2004[ 85],
144B-mrq,http://wals.info/languoid/lect/wals_code_mrq,144B,144,"Beginning, not immed preverbal",Lynch-2002a[ 875],
144B-tmm,http://wals.info/languoid/lect/wals_code_tmm,144B,144,Immed preverbal,Jauncey-2002[ 618],
144B-hoa,http://wals.info/languoid/lect/wals_code_hoa,144B,144,Immed preverbal,Davis-2003[ 242],
144B-ssa,http://wals.info/languoid/lect/wals_code_ssa,144B,144,Immed preverbal,Blass-1975[ passim],
144B-wlw,http://wals.info/languoid/lect/wals_code_wlw,144B,144,"Beginning, not immed preverbal",Breen-1970[ 216],
144B-dun,http://wals.info/languoid/lect/wals_code_dun,144B,144,Immed postverbal,,
144B-tpr,http://wals.info/languoid/lect/wals_code_tpr,144B,144,"End, not immed postverbal","Ruelland-1998[ 88, passim]",
144B-bik,http://wals.info/languoid/lect/wals_code_bik,144B,144,"End, not immed postverbal",van-den-Heuvel-2006[ 129],
144B-bok,http://wals.info/languoid/lect/wals_code_bok,144B,144,Immed postverbal,,
144B-nke,http://wals.info/languoid/lect/wals_code_nke,144B,144,Immed preverbal,Sibomana-1986[ 272-274],
144B-uli,http://wals.info/languoid/lect/wals_code_uli,144B,144,Immed preverbal,Lynch-2002b[ 800],
144B-aba,http://wals.info/languoid/lect/wals_code_aba,144B,144,Immed postverbal,Bailey-1975[ passim],
144B-cos,http://wals.info/languoid/lect/wals_code_cos,144B,144,Immed preverbal,Kroeber-1904[ 72],
144B-dma,http://wals.info/languoid/lect/wals_code_dma,144B,144,Immed postverbal,Adam-1954[ 77],
144B-mhu,http://wals.info/languoid/lect/wals_code_mhu,144B,144,Immed preverbal,Fourie-1993[ 23-27],
144B-wya,http://wals.info/languoid/lect/wals_code_wya,144B,144,Immed preverbal,Kopris-2001[ 210-215],
144B-bch,http://wals.info/languoid/lect/wals_code_bch,144B,144,Immed preverbal,Penchoen-1973a[ 50],
144B-bol,http://wals.info/languoid/lect/wals_code_bol,144B,144,"End, not immed postverbal",Mamet-1960[ 58-59],
144B-ebi,http://wals.info/languoid/lect/wals_code_ebi,144B,144,Immed preverbal,Adive-1989[ 71],
144B-kti,http://wals.info/languoid/lect/wals_code_kti,144B,144,Immed postverbal,Boelaars-1950[ 148],
144B-sgl,http://wals.info/languoid/lect/wals_code_sgl,144B,144,"End, not immed postverbal","Mangulu-2001[309-312, 320, passim]",
144B-sil,http://wals.info/languoid/lect/wals_code_sil,144B,144,Immed preverbal,Jungraithmayr-1981[ 279],
144B-wrb,http://wals.info/languoid/lect/wals_code_wrb,144B,144,Immed preverbal,Blake-2003[ 54],
144B-zqo,http://wals.info/languoid/lect/wals_code_zqo,144B,144,Immed preverbal,Engel-and-Longacre-1963[ passim],
144B-als,http://wals.info/languoid/lect/wals_code_als,144B,144,Immed preverbal,Frachtenberg-1920[ passim],
144B-kie,http://wals.info/languoid/lect/wals_code_kie,144B,144,Immed postverbal,Stanhope-1972[ 61],
144B-mda,http://wals.info/languoid/lect/wals_code_mda,144B,144,"End, not immed postverbal","Barreteau-and-Brunet-2000[ 86, 252]",
144B-mgi,http://wals.info/languoid/lect/wals_code_mgi,144B,144,Immed preverbal,Thomson-1975a[ 612],
144B-oks,http://wals.info/languoid/lect/wals_code_oks,144B,144,Immed preverbal,,
144B-tho,http://wals.info/languoid/lect/wals_code_tho,144B,144,Immed preverbal,"Thompson-and-Thompson-1992[ 163, 167-170]",
144B-wag,http://wals.info/languoid/lect/wals_code_wag,144B,144,Immed preverbal,Tryon-1971[ 10],
144B-zpr,http://wals.info/languoid/lect/wals_code_zpr,144B,144,"Beginning, not immed preverbal","Peeke-1962[ 130, 157, 200]",
144B-aja,http://wals.info/languoid/lect/wals_code_aja,144B,144,"End, not immed postverbal",Santandrea-1976[ 61],
144B-aab,http://wals.info/languoid/lect/wals_code_aab,144B,144,"End, not immed postverbal",Nekitel-1985[ 101],
144B-chj,http://wals.info/languoid/lect/wals_code_chj,144B,144,Immed preverbal,"Buenrostros-1991[ 35, 68]",
144B-gwo,http://wals.info/languoid/lect/wals_code_gwo,144B,144,"End, not immed postverbal",Adwiraah-1989[ 90],
144B-kmw,http://wals.info/languoid/lect/wals_code_kmw,144B,144,Immed preverbal,Harvey-1990[ 85],
144B-mbe,http://wals.info/languoid/lect/wals_code_mbe,144B,144,Immed postverbal,Adam-1954[ 76],
144B-mkh,http://wals.info/languoid/lect/wals_code_mkh,144B,144,Immed postverbal,Janhunen-2003[ 98],
144B-one,http://wals.info/languoid/lect/wals_code_one,144B,144,"End, not immed postverbal",,
144B-tsz,http://wals.info/languoid/lect/wals_code_tsz,144B,144,Immed postverbal,Alekseev-and-Radzhabov-2004[ 145],
144B-bnu,http://wals.info/languoid/lect/wals_code_bnu,144B,144,"Beginning, not immed preverbal","Breen-1980[ 87, 99]",
144B-cui,http://wals.info/languoid/lect/wals_code_cui,144B,144,"Beginning, not immed preverbal",Berg-and-Kerr-1973[ 12],
144B-kyp,http://wals.info/languoid/lect/wals_code_kyp,144B,144,Immed postverbal,Thomson-and-Stout-1974b[ 86],
144B-ma,http://wals.info/languoid/lect/wals_code_ma,144B,144,"End, not immed postverbal",Tucker-and-Bryan-1966[ 130-131],
144B-mch,http://wals.info/languoid/lect/wals_code_mch,144B,144,Immed preverbal,Snell-and-Wise-1963[ 136],
144B-ngu,http://wals.info/languoid/lect/wals_code_ngu,144B,144,Immed preverbal,"Schutz-1969a[ 24, passim]",
144B-tiv,http://wals.info/languoid/lect/wals_code_tiv,144B,144,"End, not immed postverbal",Abraham-1940[ 22],
144B-wom,http://wals.info/languoid/lect/wals_code_wom,144B,144,Immed postverbal,,
144B-bac,http://wals.info/languoid/lect/wals_code_bac,144B,144,"Beginning, not immed preverbal",Ford-1990[ passim],
144B-ega,http://wals.info/languoid/lect/wals_code_ega,144B,144,"End, not immed postverbal",,
144B-gla,http://wals.info/languoid/lect/wals_code_gla,144B,144,"End, not immed postverbal",Edmondson-2008[ 669],
144B-kyr,http://wals.info/languoid/lect/wals_code_kyr,144B,144,Immed postverbal,Rigden-nd-a[24],
144B-mgk,http://wals.info/languoid/lect/wals_code_mgk,144B,144,"End, not immed postverbal",Tischhauser-1992[ 24],
144B-nal,http://wals.info/languoid/lect/wals_code_nal,144B,144,Immed preverbal,Volker-1998[ 58],
144B-nne,http://wals.info/languoid/lect/wals_code_nne,144B,144,Immed preverbal,Tryon-1967b[ 47],
144B-sme,http://wals.info/languoid/lect/wals_code_sme,144B,144,Immed postverbal,Prost-1964d[ 364-365],
144B-djn,http://wals.info/languoid/lect/wals_code_djn,144B,144,"Beginning, not immed preverbal",Waters-1989[ 146-147],
144B-fon,http://wals.info/languoid/lect/wals_code_fon,144B,144,Immed preverbal,Lefebvre-and-Brousseau-2002[ 120-121],
144B-mus,http://wals.info/languoid/lect/wals_code_mus,144B,144,Immed preverbal,Ross-2002b[ 164],
144B-ngw,http://wals.info/languoid/lect/wals_code_ngw,144B,144,"Beginning, not immed preverbal",Breen-1981b[ 65],
144B-nse,http://wals.info/languoid/lect/wals_code_nse,144B,144,Immed postverbal,Ranger-1928[ 58],
144B-ron,http://wals.info/languoid/lect/wals_code_ron,144B,144,"End, not immed postverbal",Seibert-1998[ 116],
144B-shb,http://wals.info/languoid/lect/wals_code_shb,144B,144,Immed postverbal,Teferra-1991[ 381-382],
144B-snn,http://wals.info/languoid/lect/wals_code_snn,144B,144,"Preverbal, not beginning or immed",Diagana-1995[ 212ff],
144B-ann,http://wals.info/languoid/lect/wals_code_ann,144B,144,Immed preverbal,"Leeding-1989[ 407, 504-505]",
144B-bbu,http://wals.info/languoid/lect/wals_code_bbu,144B,144,"End, not immed postverbal","Santandrea-1965b[ 116, 163, 167];Tucker-and-Bryan-1966[ 155]",
144B-ige,http://wals.info/languoid/lect/wals_code_ige,144B,144,"End, not immed postverbal",Bergman-1981[ 37],
144B-iwm,http://wals.info/languoid/lect/wals_code_iwm,144B,144,Immed postverbal,Conrad-1971[ 56],
144B-kyq,http://wals.info/languoid/lect/wals_code_kyq,144B,144,Immed preverbal,"Rose-1981[ 103, 105]",
144B-mkg,http://wals.info/languoid/lect/wals_code_mkg,144B,144,"Preverbal, not beginning or immed",Rowlands-1959[ 87],
144B-mdo,http://wals.info/languoid/lect/wals_code_mdo,144B,144,"End, not immed postverbal",Boyd-1997[ 162],
144B-sob,http://wals.info/languoid/lect/wals_code_sob,144B,144,Immed preverbal,Sterner-and-Ross-2002[ 183],
144B-trm,http://wals.info/languoid/lect/wals_code_trm,144B,144,Immed preverbal,Bryant-1999[ 43],
144B-tke,http://wals.info/languoid/lect/wals_code_tke,144B,144,Immed preverbal,"Hooper-1996[ 16, 19]",
144B-ble,http://wals.info/languoid/lect/wals_code_ble,144B,144,Immed postverbal,"Carteron-1972[ 42, 69-70]",
144B-bni,http://wals.info/languoid/lect/wals_code_bni,144B,144,Immed preverbal,"Dunn-1968[ 26, 27, 31, passim]",
144B-dgo,http://wals.info/languoid/lect/wals_code_dgo,144B,144,"End, not immed postverbal",Tucker-and-Bryan-1966[ 130],
144B-dmk,http://wals.info/languoid/lect/wals_code_dmk,144B,144,Immed preverbal,Lorimer-1939[ 101-102],
144B-hei,http://wals.info/languoid/lect/wals_code_hei,144B,144,Immed preverbal,Rath-1981[ 101],
144B-isa,http://wals.info/languoid/lect/wals_code_isa,144B,144,Immed postverbal,"Donohue-and-San-Roque-2002[ 74, 84]",
144B-mdg,http://wals.info/languoid/lect/wals_code_mdg,144B,144,"End, not immed postverbal",Elders-2000[ 440],
144B-nnk,http://wals.info/languoid/lect/wals_code_nnk,144B,144,Immed postverbal,Spaulding-and-Spaulding-1994[ 134],
144B-stn,http://wals.info/languoid/lect/wals_code_stn,144B,144,Immed preverbal,Ziervogel-et-al-1969[ 35],
144B-taf,http://wals.info/languoid/lect/wals_code_taf,144B,144,Immed preverbal,Ross-2002g[ 437],
144B-thu,http://wals.info/languoid/lect/wals_code_thu,144B,144,Immed preverbal,Allen-1975b[ 54-55],
144B-zqs,http://wals.info/languoid/lect/wals_code_zqs,144B,144,Immed preverbal,"Elson-1967[ 276, 281]",
144B-bka,http://wals.info/languoid/lect/wals_code_bka,144B,144,"End, not immed postverbal",Tucker-and-Bryan-1966[ 80];Santandrea-1976[ 149],
144B-dua,http://wals.info/languoid/lect/wals_code_dua,144B,144,Immed preverbal,Ittmann-1978[ 151],
144B-ggu,http://wals.info/languoid/lect/wals_code_ggu,144B,144,"Beginning, not immed preverbal",Brasch-1975[ 23D],
144B-kpw,http://wals.info/languoid/lect/wals_code_kpw,144B,144,"End, not immed postverbal",Kato-2003[ 640],
144B-lew,http://wals.info/languoid/lect/wals_code_lew,144B,144,Immed postverbal,Early-1994a[ passim],
144B-mur,http://wals.info/languoid/lect/wals_code_mur,144B,144,Immed preverbal,"Turton-and-Bender-1976[ 554, 557]",
144B-nze,http://wals.info/languoid/lect/wals_code_nze,144B,144,Immed postverbal,"Soppitt-1885[ 17, 29]",
144B-ndu,http://wals.info/languoid/lect/wals_code_ndu,144B,144,"End, not immed postverbal",Biton-1969[ 643],
144B-neh,http://wals.info/languoid/lect/wals_code_neh,144B,144,Immed preverbal,Todd-1978[ 1209],
144B-pod,http://wals.info/languoid/lect/wals_code_pod,144B,144,"End, not immed postverbal",Jarvis-1989[ 108],
144B-sht,http://wals.info/languoid/lect/wals_code_sht,144B,144,"End, not immed postverbal",Tucker-and-Bryan-1966[ passim],
144B-sir,http://wals.info/languoid/lect/wals_code_sir,144B,144,Immed preverbal,Ross-2002f[ 420],
144B-trr,http://wals.info/languoid/lect/wals_code_trr,144B,144,"Beginning, not immed preverbal",Vincent-1973b[ passim],
144B-tsg,http://wals.info/languoid/lect/wals_code_tsg,144B,144,Immed preverbal,Rubino-2006[ 103-105],
144B-tbt,http://wals.info/languoid/lect/wals_code_tbt,144B,144,Immed preverbal,Donohue-2002[ 201],
144B-adz,http://wals.info/languoid/lect/wals_code_adz,144B,144,"End, not immed postverbal",Holzknecht-1986[ 139],
144B-bus,http://wals.info/languoid/lect/wals_code_bus,144B,144,Immed postverbal,Wedekind-1972[ 50-52],
144B-gav,http://wals.info/languoid/lect/wals_code_gav,144B,144,"Beginning, not immed preverbal",Moore-1984[ 101],
144B-gnb,http://wals.info/languoid/lect/wals_code_gnb,144B,144,Immed preverbal,"Harris-1969b[ 4, 12-13, 35-37]",
144B-jar,http://wals.info/languoid/lect/wals_code_jar,144B,144,"End, not immed postverbal",Lukas-and-Willms-1961[ 33],
144B-kdz,http://wals.info/languoid/lect/wals_code_kdz,144B,144,Immed preverbal,Antonissen-1958[ 37],
144B-kel,http://wals.info/languoid/lect/wals_code_kel,144B,144,"End, not immed postverbal",Ross-2002k[ passim],
144B-kir,http://wals.info/languoid/lect/wals_code_kir,144B,144,Immed preverbal,Prost-1964b[ passim],
144B-mek,http://wals.info/languoid/lect/wals_code_mek,144B,144,Immed postverbal,Galucio-2001[ 92],
144B-mpu,http://wals.info/languoid/lect/wals_code_mpu,144B,144,"End, not immed postverbal",Ode-2002[ 79],
144B-ong,http://wals.info/languoid/lect/wals_code_ong,144B,144,Immed postverbal,Dasgupta-and-Sharma-1982[ 27],
144B-sap,http://wals.info/languoid/lect/wals_code_sap,144B,144,Immed preverbal,Jacq-and-Sidwell-1999[ 22],
144B-sgb,http://wals.info/languoid/lect/wals_code_sgb,144B,144,"End, not immed postverbal",Reesink-2002[ 253],
144B-thy,http://wals.info/languoid/lect/wals_code_thy,144B,144,Immed preverbal,,
144B-wrm,http://wals.info/languoid/lect/wals_code_wrm,144B,144,"End, not immed postverbal",Donohue-1999b[ passim],
144B-bvi,http://wals.info/languoid/lect/wals_code_bvi,144B,144,Immed preverbal,Ross-2002c[ 383],
144B-bzi,http://wals.info/languoid/lect/wals_code_bzi,144B,144,Immed postverbal,Briley-1997[ passim],
144B-chx,http://wals.info/languoid/lect/wals_code_chx,144B,144,Immed preverbal,Waterhouse-1967[ 364],
144B-gap,http://wals.info/languoid/lect/wals_code_gap,144B,144,Immed preverbal,McGuckin-2002[ 316],
144B-gbk,http://wals.info/languoid/lect/wals_code_gbk,144B,144,"End, not immed postverbal",Tucker-and-Bryan-1966[ 101],
144B-gel,http://wals.info/languoid/lect/wals_code_gel,144B,144,Immed preverbal,Crowley-2002a[ 535],
144B-hil,http://wals.info/languoid/lect/wals_code_hil,144B,144,Immed preverbal,Wolfenden-1975[ 24-25],
144B-iau,http://wals.info/languoid/lect/wals_code_iau,144B,144,Immed postverbal,"Bateman-1986[ 46, passim]",
144B-ken,http://wals.info/languoid/lect/wals_code_ken,144B,144,"End, not immed postverbal",Vandame-1968[ 61],
144B-lmh,http://wals.info/languoid/lect/wals_code_lmh,144B,144,"End, not immed postverbal",Arndt-1937[ 99];Nishiyama-and-Kelen-2007[ 69],
144B-mbi,http://wals.info/languoid/lect/wals_code_mbi,144B,144,"Preverbal, not beginning or immed",Ayuninjam-1998[ 338],
144B-mov,http://wals.info/languoid/lect/wals_code_mov,144B,144,Immed preverbal,Haude-2006[ 316],
144B-nad,http://wals.info/languoid/lect/wals_code_nad,144B,144,"Beginning, not immed preverbal",Weir-1994[ 294-298],
144B-nza,http://wals.info/languoid/lect/wals_code_nza,144B,144,"End, not immed postverbal",Tucker-and-Bryan-1966[ 155],
144B-osa,http://wals.info/languoid/lect/wals_code_osa,144B,144,Immed postverbal,,
144B-plg,http://wals.info/languoid/lect/wals_code_plg,144B,144,Immed preverbal,Milne-1921[ passim],
144B-pat,http://wals.info/languoid/lect/wals_code_pat,144B,144,"End, not immed postverbal",Lauck-1976[ passim],
144B-rov,http://wals.info/languoid/lect/wals_code_rov,144B,144,Immed preverbal,Corston-Oliver-2002[ 493],
144B-stl,http://wals.info/languoid/lect/wals_code_stl,144B,144,Immed preverbal,Neukom-2001[ 148],
144B-ams,http://wals.info/languoid/lect/wals_code_ams,144B,144,Immed preverbal,Cowan-1958[ passim],
144B-awa,http://wals.info/languoid/lect/wals_code_awa,144B,144,Immed preverbal,Loving-1973[ 81],
144B-bnn,http://wals.info/languoid/lect/wals_code_bnn,144B,144,Immed preverbal,"Lincoln-1976[ 126-127, 132, 134-135, 138]",
144B-cea,http://wals.info/languoid/lect/wals_code_cea,144B,144,Immed preverbal,Ellis-1975[ 1.1-118];Ellis-1983[ 29],
144B-dom,http://wals.info/languoid/lect/wals_code_dom,144B,144,Immed preverbal,"Macalister-1914[ 27-28, 38, 183]",
144B-idn,http://wals.info/languoid/lect/wals_code_idn,144B,144,Immed preverbal,Huckett-1974[ 81],
144B-knn,http://wals.info/languoid/lect/wals_code_knn,144B,144,Immed preverbal,Sharma-1988[ 195],
144B-kni,http://wals.info/languoid/lect/wals_code_kni,144B,144,Immed preverbal,Cahill-1999[ 20],
144B-lag,http://wals.info/languoid/lect/wals_code_lag,144B,144,"End, not immed postverbal",Lukas-1936[ 47],
144B-mmb,http://wals.info/languoid/lect/wals_code_mmb,144B,144,"End, not immed postverbal","Bugenhagen-1995[ 126, 131]",
144B-mas,http://wals.info/languoid/lect/wals_code_mas,144B,144,"End, not immed postverbal",Caitucoli-1986[ 48],
144B-mea,http://wals.info/languoid/lect/wals_code_mea,144B,144,"End, not immed postverbal",Gravelle-2002[ 168];Gravelle-2004[ 203],
144B-shp,http://wals.info/languoid/lect/wals_code_shp,144B,144,Immed preverbal,Jacobs-1929[ passim],
144B-tak,http://wals.info/languoid/lect/wals_code_tak,144B,144,Immed preverbal,"Ross-2002h[ 235, 239]",
144B-alk,http://wals.info/languoid/lect/wals_code_alk,144B,144,"End, not immed postverbal",DJernes-2002[ 265],
144B-bgr,http://wals.info/languoid/lect/wals_code_bgr,144B,144,"End, not immed postverbal","Boyeldieu-2000[ 225, 227]",
144B-baq,http://wals.info/languoid/lect/wals_code_baq,144B,144,Immed preverbal,Baptista-and-Wallin-1967[ 36],
144B-goe,http://wals.info/languoid/lect/wals_code_goe,144B,144,"End, not immed postverbal",Hellwig-2003[ 39],
144B-hma,http://wals.info/languoid/lect/wals_code_hma,144B,144,Immed postverbal,Dutta-Baruah-and-Bapui-1996[ 133],
144B-kar,http://wals.info/languoid/lect/wals_code_kar,144B,144,"End, not immed postverbal","Santandrea-1970[ 127, 153, 159];Boyeldieu-1987[ 90]",
144B-klw,http://wals.info/languoid/lect/wals_code_klw,144B,144,Immed postverbal,"Mixco-1971[ 168, 231-232]",
144B-kla,http://wals.info/languoid/lect/wals_code_kla,144B,144,"Preverbal, not beginning or immed","Rickard-1970[ 16, 21]",
144B-kxo,http://wals.info/languoid/lect/wals_code_kxo,144B,144,Immed postverbal,Kohler-1981[ 537],
144B-laa,http://wals.info/languoid/lect/wals_code_laa,144B,144,"End, not immed postverbal",Boyeldieu-1982[ 189-190],
144B-mbr,http://wals.info/languoid/lect/wals_code_mbr,144B,144,"End, not immed postverbal",Tourneux-et-al-1986[ 190],
144B-mxj,http://wals.info/languoid/lect/wals_code_mxj,144B,144,Immed preverbal,"Bradley-1970[ 41, 43]",
144B-sna,http://wals.info/languoid/lect/wals_code_sna,144B,144,Immed preverbal,Bailey-1924[ passim],
144B-tbl,http://wals.info/languoid/lect/wals_code_tbl,144B,144,Immed postverbal,Abisay-et-al-1983[ 13],
144B-wak,http://wals.info/languoid/lect/wals_code_wak,144B,144,Immed preverbal,"Lorimer-1958[ 196, 208]",
144B-yok,http://wals.info/languoid/lect/wals_code_yok,144B,144,Immed preverbal,Kroeber-1904[ 221],
144B-bmb,http://wals.info/languoid/lect/wals_code_bmb,144B,144,Immed preverbal,"Jacobs-1970[ 99-101, 114, 128-129]",
144B-bgo,http://wals.info/languoid/lect/wals_code_bgo,144B,144,"End, not immed postverbal","Santandrea-1963[ 58, 68]",
144B-bum,http://wals.info/languoid/lect/wals_code_bum,144B,144,"End, not immed postverbal",Tryon-2002[ 583],
144B-gul,http://wals.info/languoid/lect/wals_code_gul,144B,144,"End, not immed postverbal",Nougayrol-1999[ 68],
144B-kim,http://wals.info/languoid/lect/wals_code_kim,144B,144,Immed postverbal,"Boelaars-1950[ 147, 35]",
144B-kkt,http://wals.info/languoid/lect/wals_code_kkt,144B,144,Immed preverbal,Palmer-2002[ 519],
144B-lis,http://wals.info/languoid/lect/wals_code_lis,144B,144,Immed preverbal,Hope-1974[ 153];Bradley-2003[ 233],
144B-mlu,http://wals.info/languoid/lect/wals_code_mlu,144B,144,"End, not immed postverbal",Haywood-1996[ 177],
144B-mmn,http://wals.info/languoid/lect/wals_code_mmn,144B,144,Immed preverbal,"Miller-and-Miller-1976[ 77, 89]",
144B-mru,http://wals.info/languoid/lect/wals_code_mru,144B,144,Immed preverbal,Abbey-1899[ 21],
144B-mno,http://wals.info/languoid/lect/wals_code_mno,144B,144,"Beginning, not immed preverbal",Norris-1986[ 32],
144B-mwo,http://wals.info/languoid/lect/wals_code_mwo,144B,144,Immed preverbal,"Crowley-2002d[ 595, 597]",
144B-ngo,http://wals.info/languoid/lect/wals_code_ngo,144B,144,Immed postverbal,Ngonyani-2003[ 86],
144B-srd,http://wals.info/languoid/lect/wals_code_srd,144B,144,Immed preverbal,Jones-1988[ 341],
144B-see,http://wals.info/languoid/lect/wals_code_see,144B,144,Immed preverbal,"Holmer-1996[ 58, 62-63]",
144B-akh,http://wals.info/languoid/lect/wals_code_akh,144B,144,Immed preverbal,Dellinger-1969[ 162-163];Hansson-2003[ 245],
144B-cya,http://wals.info/languoid/lect/wals_code_cya,144B,144,Immed preverbal,Rasch-2002[ 236],
144B-hlp,http://wals.info/languoid/lect/wals_code_hlp,144B,144,Immed postverbal,Watahomigie-et-al-1982[ 155-159],
144B-mae,http://wals.info/languoid/lect/wals_code_mae,144B,144,Immed preverbal,Capell-1962a[ 26],
144B-mrw,http://wals.info/languoid/lect/wals_code_mrw,144B,144,"Beginning, not immed preverbal",Trefry-1971[ 97];Oates-1988[ 197],
144B-nma,http://wals.info/languoid/lect/wals_code_nma,144B,144,Immed postverbal,"Giridhar-1994[ 376, 380ff]",
144B-nhm,http://wals.info/languoid/lect/wals_code_nhm,144B,144,Immed preverbal,Sischo-1979[ 313],
144B-paa,http://wals.info/languoid/lect/wals_code_paa,144B,144,"End, not immed postverbal",Skinner-1979[ 51],
144B-pkt,http://wals.info/languoid/lect/wals_code_pkt,144B,144,Immed preverbal,Crazzolara-1978[ 108];Tucker-and-Bryan-1966[ 486];Baroja-1989[ 232-233],
144B-sis,http://wals.info/languoid/lect/wals_code_sis,144B,144,Immed preverbal,Ross-2002l[ 464],
144B-sti,http://wals.info/languoid/lect/wals_code_sti,144B,144,Immed preverbal,Miller-1976[ 37],
144B-bil,http://wals.info/languoid/lect/wals_code_bil,144B,144,Immed preverbal,Obata-2003,
144B-cmr,http://wals.info/languoid/lect/wals_code_cmr,144B,144,Immed postverbal,Lorrain-1951[ 38];Savidge-1908[ 20],
144B-chs,http://wals.info/languoid/lect/wals_code_chs,144B,144,Immed postverbal,Naylor-1925[ 14],
144B-grj,http://wals.info/languoid/lect/wals_code_grj,144B,144,"Beginning, not immed preverbal",Miller-1996a[ 119],
144B-juk,http://wals.info/languoid/lect/wals_code_juk,144B,144,"End, not immed postverbal","Shimuzu-1980[ 276, 315];Welmers-1968b[ 56]",
144B-kls,http://wals.info/languoid/lect/wals_code_kls,144B,144,Immed preverbal,Vogt-1940[ passim],
144B-kaa,http://wals.info/languoid/lect/wals_code_kaa,144B,144,Immed postverbal,"Gabas-1999[ 158, 184]",
144B-maj,http://wals.info/languoid/lect/wals_code_maj,144B,144,"Beginning, not immed preverbal",Unseth-1989[ 119],
144B-man,http://wals.info/languoid/lect/wals_code_man,144B,144,"Preverbal, not beginning or immed",Becker-Donner-1965[ 44],
144B-mwb,http://wals.info/languoid/lect/wals_code_mwb,144B,144,Immed preverbal,"Elkins-1970[ 16-17, 23-24]",
144B-nhh,http://wals.info/languoid/lect/wals_code_nhh,144B,144,Immed preverbal,Beller-and-Beller-1979[ passim],
144B-pnn,http://wals.info/languoid/lect/wals_code_pnn,144B,144,Immed preverbal,Benton-1971a[ 184],
144B-skk,http://wals.info/languoid/lect/wals_code_skk,144B,144,Immed postverbal,Sandberg-1888[ 48],
144B-uld,http://wals.info/languoid/lect/wals_code_uld,144B,144,"End, not immed postverbal",de-Colombel-1997[ 81],
